scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Plethodon cylindraceus	Plethodon cylindraceus	White-spotted Slimy Salamander	Amphibian	Animals	Animalia	West Virginia
Gyrinophilus subterraneus	Gyrinophilus subterraneus	West Virginia Spring Salamander	Amphibian	Animals	Animalia	West Virginia
Plethodon wehrlei	Plethodon wehrlei	Wehrle's Salamander	Amphibian	Animals	Animalia	West Virginia
Plethodon hoffmani	Plethodon hoffmani	Valley And Ridge Salamander	Amphibian	Animals	Animalia	West Virginia
Pseudacris feriarum	Pseudacris feriarum	Upland Chorus Frog	Amphibian	Animals	Animalia	West Virginia
Ambystoma barbouri	Ambystoma barbouri	Streamside Salamander	Amphibian	Animals	Animalia	West Virginia
Ambystoma texanum	Ambystoma texanum	Smallmouth Salamander	Amphibian	Animals	Animalia	West Virginia
Plethodon glutinosus	Plethodon glutinosus	Slimy Salamander	Amphibian	Animals	Animalia	West Virginia
Plethodon virginia	Plethodon virginia	Shenandoah Mountain Salamander	Amphibian	Animals	Animalia	West Virginia
Desmognathus monticola	Desmognathus monticola	Seal Salamander	Amphibian	Animals	Animalia	West Virginia
Eurycea bislineata	Eurycea bislineata	Northern Two-lined Salamander	Amphibian	Animals	Animalia	West Virginia
Gyrinophilus porphyriticus porphyriticus	Gyrinophilus porphyriticus porphyriticus	Northern Spring Salamander	Amphibian	Animals	Animalia	West Virginia
Lithobates pipiens (R. pipiens)	Lithobates pipiens (R. pipiens)	Northern Leopard Frog	Amphibian	Animals	Animalia	West Virginia
Desmognathus fuscus	Desmognathus fuscus	Northern Dusky Salamander	Amphibian	Animals	Animalia	West Virginia
Acris crepitans	Acris crepitans	Northern Cricket Frog	Amphibian	Animals	Animalia	West Virginia
Necturus maculosus	Necturus maculosus	Mudpuppy	Amphibian	Animals	Animalia	West Virginia
Pseudacris brachyphona	Pseudacris brachyphona	Mountain Chorus Frog	Amphibian	Animals	Animalia	West Virginia
Pseudotriton montanus diastictus	Pseudotriton montanus diastictus	Midland Mud Salamander	Amphibian	Animals	Animalia	West Virginia
Ambystoma opacum	Ambystoma opacum	Marbled Salamander	Amphibian	Animals	Animalia	West Virginia
Eurycea longicauda	Eurycea longicauda	Longtail Salamander	Amphibian	Animals	Animalia	West Virginia
Gyrinophilus porphyriticus duryi	Gyrinophilus porphyriticus duryi	Kentucky Spring Salamander	Amphibian	Animals	Animalia	West Virginia
Ambystoma jeffersonianum	Ambystoma jeffersonianum	Jefferson Salamander	Amphibian	Animals	Animalia	West Virginia
Aneides aeneus	Aneides aeneus	Green Salamander	Amphibian	Animals	Animalia	West Virginia
Anaxyrus fowleri	Anaxyrus fowleri	Fowler's Toad	Amphibian	Animals	Animalia	West Virginia
Scaphiopus holbrookii	Scaphiopus holbrookii	Eastern Spadefoot	Amphibian	Animals	Animalia	West Virginia
Cryptobranchus alleganiensis	Cryptobranchus alleganiensis	Eastern Hellbender	Amphibian	Animals	Animalia	West Virginia
Plethodon kentucki	Plethodon kentucki	Cumberland Plateau Salamander	Amphibian	Animals	Animalia	West Virginia
Plethodon punctatus	Plethodon punctatus	Cow Knob (white Spotted) Salamander	Amphibian	Animals	Animalia	West Virginia
Plethodon nettingi	Plethodon nettingi	Cheat Mountain Salamander	Amphibian	Animals	Animalia	West Virginia
Eurycea lucifuga	Eurycea lucifuga	Cave Salamander	Amphibian	Animals	Animalia	West Virginia
Acris blanchardi	Acris blanchardi	Blanchard's Cricket Frog	Amphibian	Animals	Animalia	West Virginia
Desmognathus quadramaculatus	Desmognathus quadramaculatus	Black-bellied Salamander	Amphibian	Animals	Animalia	West Virginia
Desmognathus welteri	Desmognathus welteri	Black Mountain Salamander	Amphibian	Animals	Animalia	West Virginia
Desmognathus ochrophaeus	Desmognathus ochrophaeus	Allegheny Mountain Dusky Salamander	Amphibian	Animals	Animalia	West Virginia
Pseudotriton ruber ruber	Pseudotriton ruber ruber	(northern) Red Salamander	Amphibian	Animals	Animalia	West Virginia
Icteria virens	Icteria virens	Yellow-breasted Chat	Bird	Animals	Animalia	West Virginia
Sphyrapicus varius	Sphyrapicus varius	Yellow-bellied Sapsucker	Bird	Animals	Animalia	West Virginia
Empidonax flaviventris	Empidonax flaviventris	Yellow-bellied Flycatcher	Bird	Animals	Animalia	West Virginia
Helmitheros vermivorum	Helmitheros vermivorum	Worm-eating Warbler	Bird	Animals	Animalia	West Virginia
Hylocichla mustelina	Hylocichla mustelina	Wood Thrush	Bird	Animals	Animalia	West Virginia
Gallinago delicata	Gallinago delicata	Wilson's Snipe	Bird	Animals	Animalia	West Virginia
Rallus limicola	Rallus limicola	Virginia Rail	Bird	Animals	Animalia	West Virginia
Pooecetes gramineus	Pooecetes gramineus	Vesper Sparrow	Bird	Animals	Animalia	West Virginia
Catharus fuscescens	Catharus fuscescens	Veery	Bird	Animals	Animalia	West Virginia
Bartramia longicauda	Bartramia longicauda	Upland Sandpiper	Bird	Animals	Animalia	West Virginia
Limnothlypis swainsonii	Limnothlypis swainsonii	Swainson's Warbler	Bird	Animals	Animalia	West Virginia
Catharus ustulatus	Catharus ustulatus	Swainson's Thrush	Bird	Animals	Animalia	West Virginia
Piranga rubra	Piranga rubra	Summer Tanager	Bird	Animals	Animalia	West Virginia
Actitis macularius	Actitis macularius	Spotted Sandpiper	Bird	Animals	Animalia	West Virginia
Porzana carolina	Porzana carolina	Sora	Bird	Animals	Animalia	West Virginia
Asio flammeus	Asio flammeus	Short-eared Owl	Bird	Animals	Animalia	West Virginia
Euphagus carolinus [B,W]	Euphagus carolinus [B,W]	Rusty Blackbird	Bird	Animals	Animalia	West Virginia
Bonasa umbellus	Bonasa umbellus	Ruffed Grouse	Bird	Animals	Animalia	West Virginia
Melanerpes erythrocephalus	Melanerpes erythrocephalus	Red-headed Woodpecker	Bird	Animals	Animalia	West Virginia
Loxia curvirostra	Loxia curvirostra	Red Crossbill	Bird	Animals	Animalia	West Virginia
Protonotaria citrea	Protonotaria citrea	Prothonotary Warbler	Bird	Animals	Animalia	West Virginia
Setophaga discolor	Setophaga discolor	Prairie Warbler	Bird	Animals	Animalia	West Virginia
Carduelis pinus	Carduelis pinus	Pine Siskin	Bird	Animals	Animalia	West Virginia
Podilymbus podiceps	Podilymbus podiceps	Pied-billed Grebe	Bird	Animals	Animalia	West Virginia
Falco peregrinus	Falco peregrinus	Peregrine Falcon	Bird	Animals	Animalia	West Virginia
Pandion haliaetus	Pandion haliaetus	Osprey	Bird	Animals	Animalia	West Virginia
Contopus cooperi	Contopus cooperi	Olive-sided Flycatcher	Bird	Animals	Animalia	West Virginia
Seiurus noveboracensis	Seiurus noveboracensis	Northern Waterthrush	Bird	Animals	Animalia	West Virginia
Aegolius acadicus	Aegolius acadicus	Northern Saw-whet Owl	Bird	Animals	Animalia	West Virginia
Circus cyaneus	Circus cyaneus	Northern Harrier	Bird	Animals	Animalia	West Virginia
Accipiter gentilis	Accipiter gentilis	Northern Goshawk	Bird	Animals	Animalia	West Virginia
Colinus virginianus	Colinus virginianus	Northern Bobwhite	Bird	Animals	Animalia	West Virginia
Vermivora ruficapilla	Vermivora ruficapilla	Nashville Warbler	Bird	Animals	Animalia	West Virginia
Lanius ludovicianus migrans	Lanius ludovicianus migrans	Migrant Loggerhead Shrike	Bird	Animals	Animalia	West Virginia
Parkesia motacilla	Parkesia motacilla	Louisiana Waterthrush	Bird	Animals	Animalia	West Virginia
Asio otus	Asio otus	Long-eared Owl	Bird	Animals	Animalia	West Virginia
Lanius ludovicianus	Lanius ludovicianus	Loggerhead Shrike	Bird	Animals	Animalia	West Virginia
Empidonax minimus	Empidonax minimus	Least Flycatcher	Bird	Animals	Animalia	West Virginia
Ixobrychus exilis	Ixobrychus exilis	Least Bittern	Bird	Animals	Animalia	West Virginia
Geothlypis formosa	Geothlypis formosa	Kentucky Warbler	Bird	Animals	Animalia	West Virginia
Eremophila alpestris	Eremophila alpestris	Horned Lark	Bird	Animals	Animalia	West Virginia
Lophodytes cucullatus	Lophodytes cucullatus	Hooded Merganser	Bird	Animals	Animalia	West Virginia
Ammodramus henslowii	Ammodramus henslowii	Henslow's Sparrow	Bird	Animals	Animalia	West Virginia
Butorides virescens	Butorides virescens	Green Heron	Bird	Animals	Animalia	West Virginia
Ardea herodias	Ardea herodias	Great Blue Heron	Bird	Animals	Animalia	West Virginia
Ammodramus savannarum	Ammodramus savannarum	Grasshopper Sparrow	Bird	Animals	Animalia	West Virginia
Vermivora chrysoptera	Vermivora chrysoptera	Golden-winged Warbler	Bird	Animals	Animalia	West Virginia
Aquila chrysaetos	Aquila chrysaetos	Golden Eagle	Bird	Animals	Animalia	West Virginia
Spizella pusilla	Spizella pusilla	Field Sparrow	Bird	Animals	Animalia	West Virginia
Antrostomus vociferus	Antrostomus vociferus	Eastern Whip-poor-will	Bird	Animals	Animalia	West Virginia
Sturnella magna	Sturnella magna	Eastern Meadowlark	Bird	Animals	Animalia	West Virginia
Spiza americana	Spiza americana	Dickcissel	Bird	Animals	Animalia	West Virginia
Chordeiles minor	Chordeiles minor	Common Nighthawk	Bird	Animals	Animalia	West Virginia
Mergus merganser	Mergus merganser	Common Merganser	Bird	Animals	Animalia	West Virginia
Petrochelidon pyrrhonota	Petrochelidon pyrrhonota	Cliff Swallow	Bird	Animals	Animalia	West Virginia
Spizella pallida	Spizella pallida	Clay-colored Sparrow	Bird	Animals	Animalia	West Virginia
Antrostomus carolinensis	Antrostomus carolinensis	Chuck-will's-widow	Bird	Animals	Animalia	West Virginia
Chaetura pelagica	Chaetura pelagica	Chimney Swift	Bird	Animals	Animalia	West Virginia
Setophaga cerulea	Setophaga cerulea	Cerulean Warbler	Bird	Animals	Animalia	West Virginia
Cardellina canadensis	Cardellina canadensis	Canada Warbler	Bird	Animals	Animalia	West Virginia
Certhia familiaris	Certhia familiaris	Brown Creeper	Bird	Animals	Animalia	West Virginia
Buteo platypterus	Buteo platypterus	Broad-winged Hawk	Bird	Animals	Animalia	West Virginia
Dolichonyx oryzivorus	Dolichonyx oryzivorus	Bobolink	Bird	Animals	Animalia	West Virginia
Vermivora cyanoptera	Vermivora cyanoptera	Blue-winged Warbler	Bird	Animals	Animalia	West Virginia
Setophaga caerulescens	Setophaga caerulescens	Black-throated Blue Warbler	Bird	Animals	Animalia	West Virginia
Setophaga fusca	Setophaga fusca	Blackburnian Warbler	Bird	Animals	Animalia	West Virginia
Coccyzus erythropthalmus	Coccyzus erythropthalmus	Black-billed Cuckoo	Bird	Animals	Animalia	West Virginia
Tyto alba	Tyto alba	Barn Owl	Bird	Animals	Animalia	West Virginia
Riparia riparia	Riparia riparia	Bank Swallow	Bird	Animals	Animalia	West Virginia
Haliaeetus leucocephalus	Haliaeetus leucocephalus	Bald Eagle	Bird	Animals	Animalia	West Virginia
Scolopax minor	Scolopax minor	American Woodcock	Bird	Animals	Animalia	West Virginia
Falco sparverius	Falco sparverius	American Kestrel	Bird	Animals	Animalia	West Virginia
Anas rubripes	Anas rubripes	American Black Duck	Bird	Animals	Animalia	West Virginia
Botaurus lentiginosus	Botaurus lentiginosus	American Bittern	Bird	Animals	Animalia	West Virginia
Empidonax alnorum	Empidonax alnorum	Alder Flycatcher	Bird	Animals	Animalia	West Virginia
Zygonopus krekeleri	Zygonopus krekeleri	West Virginia Blind Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus hadenoecus	Pseudanophthalmus hadenoecus	Timber Ridge Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus spinatus	Stygobromus spinatus	Spring Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Anthrobia coylei	Anthrobia coylei	Spider	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus mackini	Stygobromus mackini	Southwestern Virginia Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Pseudotremia princeps	Pseudotremia princeps	South Branch Valley Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus potomaca	Pseudanophthalmus potomaca	South Branch Valley Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus gracilipes	Stygobromus gracilipes	Shenandoah Valley Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Pseudosinella testa	Pseudosinella testa	Shelled Cave Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus senecae	Pseudanophthalmus senecae	Seneca Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Chitrella regina	Chitrella regina	Royal Syarinid Pseudoscorpion	Other Invertebrates	Animals	Animalia	West Virginia
Kleptochthonius proserpinae	Kleptochthonius proserpinae	Proserpina Cave Pseudoscorpion	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea pricei	Caecidotea pricei	Price's Cave Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus tenuis potomacus	Stygobromus tenuis potomacus	Potomac Groundwater Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus nanus	Stygobromus nanus	Pocahontas Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Zygonopus packardi	Zygonopus packardi	Packard's Blind Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Kleptochthonius orpheus	Kleptochthonius orpheus	Orpheus Cave Pseudoscorpion	Other Invertebrates	Animals	Animalia	West Virginia
Kleptochthonius hetricki	Kleptochthonius hetricki	Organ Cave Pseudoscorpion	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus morrisoni	Stygobromus morrisoni	Morrison's Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus parvus	Stygobromus parvus	Minute Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Antrolana lira	Antrolana lira	Madison Cave Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Zygonopus whitei	Zygonopus whitei	Luray Caverns Blind Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus lallemanti	Pseudanophthalmus lallemanti	Lallemant's Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Macrocotyla hoffmasteri	Macrocotyla hoffmasteri	Hoffmaster's Cave Flatworm	Other Invertebrates	Animals	Animalia	West Virginia
Sinella hoffmani	Sinella hoffmani	Hoffman's Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Kleptochthonius henroti	Kleptochthonius henroti	Greenbrier Valley Cave Pseudoscorpion	Other Invertebrates	Animals	Animalia	West Virginia
Pseudotremia fulgida	Pseudotremia fulgida	Greenbrier Valley Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea holsingeri	Caecidotea holsingeri	Greenbrier Valley Cave Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus emarginatus	Stygobromus emarginatus	Greenbrier Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Zygonopus weyeriensis	Zygonopus weyeriensis	Grand Caverns Blind Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Pseudotremia lusciosa	Pseudotremia lusciosa	Germany Valley Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Pseudotremia sp. 1	Pseudotremia sp. 1	General Davis Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Pseudosinella certa	Pseudosinella certa	Gandy Creek Cave Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea franzi	Caecidotea franzi	Franz's Cave Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus franzi	Stygobromus franzi	Franz's Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Apochthonius paucispinosus	Apochthonius paucispinosus	Dry Fork Valley Cave Pseudoscorpion	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus montanus	Pseudanophthalmus montanus	Dry Fork Valley Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Litocampa sp. 1	Litocampa sp. 1	Diplura	Other Invertebrates	Animals	Animalia	West Virginia
Litocampa fieldingi	Litocampa fieldingi	Diplura	Other Invertebrates	Animals	Animalia	West Virginia
Sphalloplana culveri	Sphalloplana culveri	Culver's Planarian	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus culveri	Stygobromus culveri	Culver's Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus cooperi	Stygobromus cooperi	Cooper's Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Islandiana speophila	Islandiana speophila	Cavern Sheet-web Spider	Other Invertebrates	Animals	Animalia	West Virginia
Geocentrophora cavernicola	Geocentrophora cavernicola	Cave Flatworm	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus biggersi	Stygobromus biggersi	Biggers' Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Horologion speokites	Horologion speokites	Arbuckle Cave Ground Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Porrhomma cavernicola	Porrhomma cavernicola	Appalachian Cave Spider	Other Invertebrates	Animals	Animalia	West Virginia
Trichodrilus culveri	Trichodrilus culveri	An Oligochaete	Other Invertebrates	Animals	Animalia	West Virginia
Haplotaxis brinkhursti	Haplotaxis brinkhursti	An Oligochaete	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea simonini	Caecidotea simonini	An Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea scyphus	Caecidotea scyphus	An Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea sinuncus	Caecidotea sinuncus	An Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Caecidotea cannula	Caecidotea cannula	An Isopod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus redactus	Stygobromus redactus	An Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Gammarus minus tenuipes	Gammarus minus tenuipes	An Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus pollostus	Stygobromus pollostus	An Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Crangonyx sp. 2	Crangonyx sp. 2	An Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Stygobromus allegheniensis	Stygobromus allegheniensis	Allegheny Cave Amphipod	Other Invertebrates	Animals	Animalia	West Virginia
Sinella agna	Sinella agna	A Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Pseudosinella sp. 8	Pseudosinella sp. 8	A Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Phanetta subterranea	Phanetta subterranea	A Spider	Arachnids	Animals	Animalia	West Virginia
Islandiana sp. 1	Islandiana sp. 1	A Spider	Arachnids	Animals	Animalia	West Virginia
Arrhopalites commorus	Arrhopalites commorus	A Collembola	Other Invertebrates	Animals	Animalia	West Virginia
Arrhopalites sp. 3	Arrhopalites sp. 3	A Collembola	Other Invertebrates	Animals	Animalia	West Virginia
Arrhopalites sacer	Arrhopalites sacer	A Collembola	Other Invertebrates	Animals	Animalia	West Virginia
Onychiurus janus	Onychiurus janus	A Cave Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Pseudosinella orba	Pseudosinella orba	A Cave Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Arrhopalites pavo	Arrhopalites pavo	A Cave Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Pseudosinella gisini gisini	Pseudosinella gisini gisini	A Cave Springtail	Other Invertebrates	Animals	Animalia	West Virginia
Nesticus tennesseensis	Nesticus tennesseensis	A Cave Spider	Other Invertebrates	Animals	Animalia	West Virginia
Erebomaster nr. acanthina	Erebomaster nr. acanthina	A Cave Spider	Arachnids	Animals	Animalia	West Virginia
Bathyphantes weyeri	Bathyphantes weyeri	A Cave Spider	Arachnids	Animals	Animalia	West Virginia
Phagocata angusta	Phagocata angusta	A Cave Planarian	Other Invertebrates	Animals	Animalia	West Virginia
Sphalloplana percoeca	Sphalloplana percoeca	A Cave Planarian	Other Invertebrates	Animals	Animalia	West Virginia
Poecilophysis weyerensis	Poecilophysis weyerensis	A Cave Mite	Other Invertebrates	Animals	Animalia	West Virginia
Rhagidia varia	Rhagidia varia	A Cave Mite	Other Invertebrates	Animals	Animalia	West Virginia
Poecilophysis extraneostella	Poecilophysis extraneostella	A Cave Mite	Other Invertebrates	Animals	Animalia	West Virginia
Poecilophysis wolmsdorfensis	Poecilophysis wolmsdorfensis	A Cave Mite	Other Invertebrates	Animals	Animalia	West Virginia
Conotyla vista	Conotyla vista	A Cave Millipede	Other Invertebrates	Animals	Animalia	West Virginia
Stylodrilus beattiei	Stylodrilus beattiei	A Cave Lumbriculid Worm	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus orthosulcatus	Pseudanophthalmus orthosulcatus	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus henroti	Pseudanophthalmus henroti	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus grandis grandis	Pseudanophthalmus grandis grandis	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus higginbothami	Pseudanophthalmus higginbothami	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus hypertrichosis	Pseudanophthalmus hypertrichosis	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus grandis elevatus	Pseudanophthalmus grandis elevatus	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus grandis ssp. 1	Pseudanophthalmus grandis ssp. 1	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus fuscus	Pseudanophthalmus fuscus	A Cave Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus sp. 3	Pseudanophthalmus sp. 3	A Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus sp. 1	Pseudanophthalmus sp. 1	A Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Pseudanophthalmus sp. 2	Pseudanophthalmus sp. 2	A Beetle	Other Invertebrates	Animals	Animalia	West Virginia
Procambarus acutus	Procambarus acutus	White River Crayfish	Crustaceans	Animals	Animalia	West Virginia
Cambarus hatfieldi	Cambarus hatfieldi	Tug Fork Valley Crayfish	Crustaceans	Animals	Animalia	West Virginia
Dubius	Dubius A	Teays Burrowing Crayfish	Crustaceans	Animals	Animalia	West Virginia
Cambarus chasmodactylus	Cambarus chasmodactylus	New River Crayfish	Crustaceans	Animals	Animalia	West Virginia
Dubius	Dubius B	Meadow River Burrowing Crayfish	Crustaceans	Animals	Animalia	West Virginia
Cambarus smilax	Cambarus smilax	Greenbrier River Crayfish	Crustaceans	Animals	Animalia	West Virginia
Cambarus elkensis	Cambarus elkensis	Elk River Crayfish	Crustaceans	Animals	Animalia	West Virginia
Cambarus theepiensis	Cambarus theepiensis	Coalfields Crayfish	Crustaceans	Animals	Animalia	West Virginia
Camberus callainus	Camberus callainus	Big Sandy Crayfish	Crustaceans	Animals	Animalia	West Virginia
Cambarus nerterius	Cambarus nerterius	An Underground Crayfish	Crustaceans	Animals	Animalia	West Virginia
Fallicambarus fodiens	Fallicambarus fodiens	A Crayfish (digger)	Crustaceans	Animals	Animalia	West Virginia
Cambarus veteranus	Cambarus veteranus	"guyandotte River" Crayfish	Crustaceans	Animals	Animalia	West Virginia
Ammocrypta clara	Ammocrypta clara	Western Sand Darter	Fish	Animals	Animalia	West Virginia
Lepomis gulosus	Lepomis gulosus	Warmouth	Fish	Animals	Animalia	West Virginia
Thoburnia rhothoeca	Thoburnia rhothoeca	Torrent Sucker	Fish	Animals	Animalia	West Virginia
Exoglossum laurae	Exoglossum laurae	Tonguetied Minnow	Fish	Animals	Animalia	West Virginia
Etheostoma tippecanoe	Etheostoma tippecanoe	Tippecanoe Darter	Fish	Animals	Animalia	West Virginia
Etheostoma olmstedi	Etheostoma olmstedi	Tessellated Darter	Fish	Animals	Animalia	West Virginia
Notropis procne	Notropis procne	Swallowtail Shiner	Fish	Animals	Animalia	West Virginia
Phenacobius mirabilis	Phenacobius mirabilis	Suckermouth Minnow	Fish	Animals	Animalia	West Virginia
Percina notogramma	Percina notogramma	Stripeback Darter	Fish	Animals	Animalia	West Virginia
Erimystax dissimilis	Erimystax dissimilis	Streamline Chub	Fish	Animals	Animalia	West Virginia
Etheostoma maculatum	Etheostoma maculatum	Spotted Darter	Fish	Animals	Animalia	West Virginia
Chrosomus erythrogaster	Chrosomus erythrogaster	Southern Redbelly Dace	Fish	Animals	Animalia	West Virginia
Percina phoxocephala	Percina phoxocephala	Slenderhead Darter	Fish	Animals	Animalia	West Virginia
Ichthyomyzon unicuspis	Ichthyomyzon unicuspis	Silver Lamprey	Fish	Animals	Animalia	West Virginia
Macrhybopsis storeriana	Macrhybopsis storeriana	Silver Chub	Fish	Animals	Animalia	West Virginia
Scaphirhynchus platorynchus	Scaphirhynchus platorynchus	Shovelnose Sturgeon	Fish	Animals	Animalia	West Virginia
Moxostoma macrolepidotum	Moxostoma macrolepidotum	Shorthead Redhorse	Fish	Animals	Animalia	West Virginia
Macrhybopsis hyostoma	Macrhybopsis hyostoma	Shoal Chub	Fish	Animals	Animalia	West Virginia
Percina peltata	Percina peltata	Shield Darter	Fish	Animals	Animalia	West Virginia
Percina oxyrhynchus	Percina oxyrhynchus	Sharpnose Darter	Fish	Animals	Animalia	West Virginia
Cyprinella analostana	Cyprinella analostana	Satinfin Shiner	Fish	Animals	Animalia	West Virginia
Lythrurus ardens	Lythrurus ardens	Rosefin Shiner	Fish	Animals	Animalia	West Virginia
Notropis blennius	Notropis blennius	River Shiner	Fish	Animals	Animalia	West Virginia
Moxostoma carinatum	Moxostoma carinatum	River Redhorse	Fish	Animals	Animalia	West Virginia
Percina shumardi	Percina shumardi	River Darter	Fish	Animals	Animalia	West Virginia
Carpiodes carpio	Carpiodes carpio	River Carpsucker	Fish	Animals	Animalia	West Virginia
Clinostomus elongatus	Clinostomus elongatus	Redside Dace	Fish	Animals	Animalia	West Virginia
Lythrurus umbratilis	Lythrurus umbratilis	Redfin Shiner	Fish	Animals	Animalia	West Virginia
Notropis ariommus	Notropis ariommus	Popeye Shiner	Fish	Animals	Animalia	West Virginia
Margariscus margarita	Margariscus margarita	Pearl Dace	Fish	Animals	Animalia	West Virginia
Polyodon spathula	Polyodon spathula	Paddlefish	Fish	Animals	Animalia	West Virginia
Lepomis humilis	Lepomis humilis	Orangespotted Sunfish	Fish	Animals	Animalia	West Virginia
Ichthyomyzon bdellium	Ichthyomyzon bdellium	Ohio Lamprey	Fish	Animals	Animalia	West Virginia
Noturus stigmosus	Noturus stigmosus	Northern Madtom	Fish	Animals	Animalia	West Virginia
Ichthyomyzon fossor	Ichthyomyzon fossor	Northern Brook Lamprey	Fish	Animals	Animalia	West Virginia
Notropis scabriceps	Notropis scabriceps	New River Shiner	Fish	Animals	Animalia	West Virginia
Noturus eleutherus	Noturus eleutherus	Mountain Madtom	Fish	Animals	Animalia	West Virginia
Ichthyomyzon greeleyi	Ichthyomyzon greeleyi	Mountain Brook Lamprey	Fish	Animals	Animalia	West Virginia
Catostomus catostomus	Catostomus catostomus	Longnose Sucker	Fish	Animals	Animalia	West Virginia
Percina macrocephala	Percina macrocephala	Longhead Darter	Fish	Animals	Animalia	West Virginia
Etheostoma longimanum	Etheostoma longimanum	Longfin Darter	Fish	Animals	Animalia	West Virginia
Cottus kanawhae	Cottus kanawhae	Kanawha Sculpin	Fish	Animals	Animalia	West Virginia
Phenacobius teretulus	Phenacobius teretulus	Kanawha Minnow	Fish	Animals	Animalia	West Virginia
Carpiodes velifer	Carpiodes velifer	Highfin Carpsucker	Fish	Animals	Animalia	West Virginia
Erimystax x-punctatus	Erimystax x-punctatus	Gravel Chub	Fish	Animals	Animalia	West Virginia
