scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Bufo [Anaxyrus] quercicus	Bufo [Anaxyrus] quercicus	Oak Toad	Amphibians	Animals	Animalia	North Carolina
Hyla andersonii	Hyla andersonii	Pine Barrens Treefrog	Amphibians	Animals	Animalia	North Carolina
Hyla versicolor	Hyla versicolor	Northern Gray Treefrog	Amphibians	Animals	Animalia	North Carolina
Pseudacris brachyphona	Pseudacris brachyphona	Mountain Chorus Frog	Amphibians	Animals	Animalia	North Carolina
Pseudacris nigrita	Pseudacris nigrita	Southern Chorus Frog	Amphibians	Animals	Animalia	North Carolina
Pseudacris ornata	Pseudacris ornata	Ornate Chorus Frog	Amphibians	Animals	Animalia	North Carolina
Rana [Lithobates] capito	Rana [Lithobates] capito	Carolina Gopher Frog	Amphibians	Animals	Animalia	North Carolina
Rana [Lithobates] heckscheri	Rana [Lithobates] heckscheri	River Frog	Amphibians	Animals	Animalia	North Carolina
Rana sylvatica [Lithobates sylvaticus] pop.3	Rana sylvatica [Lithobates sylvaticus] pop.3	Wood Frog - Coastal Plain Pop.	Amphibians	Animals	Animalia	North Carolina
Ambystoma mabeei	Ambystoma mabeei	Mabee's Salamander	Amphibians	Animals	Animalia	North Carolina
Ambystoma talpoideum	Ambystoma talpoideum	Mole Salamander	Amphibians	Animals	Animalia	North Carolina
Ambystoma tigrinum tigrinum	Ambystoma tigrinum tigrinum	Eastern Tiger Salamander	Amphibians	Animals	Animalia	North Carolina
Cryptobranchus alleganiensis allaganiensis	Cryptobranchus alleganiensis allaganiensis	Eastern Hellbender	Amphibians	Animals	Animalia	North Carolina
Aneides aeneus	Aneides aeneus	Green Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus aeneus	Desmognathus aeneus	Seepage Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus auriculatus	Desmognathus auriculatus	Southern Dusky Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus conanti	Desmognathus conanti	Spotted Dusky Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus folkertsi	Desmognathus folkertsi	Dwarf Black-bellied Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus imitator	Desmognathus imitator	Imitator Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus imitator pop.1	Desmognathus imitator pop.1	Imitator Salamander (Waterrock Knob pop.)	Amphibians	Animals	Animalia	North Carolina
Desmognathus organi	Desmognathus organi	Northern Pigmy Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus santeetlah	Desmognathus santeetlah	Santeetlah Dusky Salamander	Amphibians	Animals	Animalia	North Carolina
Desmognathus wrighti	Desmognathus wrighti	Southern Pigmy Salamander	Amphibians	Animals	Animalia	North Carolina
Eurycea bislineata	Eurycea bislineata	Northern Two-lined Salamander	Amphibians	Animals	Animalia	North Carolina
Eurycea junaluska	Eurycea junaluska	Junaluska Salamander	Amphibians	Animals	Animalia	North Carolina
Eurycea longicauda longicauda	Eurycea longicauda longicauda	Long-tailed Salamander	Amphibians	Animals	Animalia	North Carolina
Eurycea quadridigitata	Eurycea quadridigitata	Dwarf Salamander	Amphibians	Animals	Animalia	North Carolina
Eurycea sp. 9	Eurycea sp. 9	Sandhills Salamander	Amphibians	Animals	Animalia	North Carolina
Hemidactylium scutatum	Hemidactylium scutatum	Four-toed Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon amplus	Plethodon amplus	Blue Ridge Gray-cheeked Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon aureolus	Plethodon aureolus	Tellico Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon chattahoochee	Plethodon chattahoochee	Chattahoochee Slimy Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon cheoah	Plethodon cheoah	Cheoah Bald Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon glutinosus	Plethodon glutinosus	Northern Slimy Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon jordani	Plethodon jordani	Jordan's Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon longicrus	Plethodon longicrus	Crevice Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon meridianus	Plethodon meridianus	South Mountain Gray-cheeked Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon richmondi	Plethodon richmondi	Southern Ravine Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon shermani	Plethodon shermani	Red-legged Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon teyahalee	Plethodon teyahalee	Southern Appalachian Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon ventralis	Plethodon ventralis	Southern Zigzag Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon wehrlei	Plethodon wehrlei	Wehrle's Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon welleri	Plethodon welleri	Weller's Salamander	Amphibians	Animals	Animalia	North Carolina
Plethodon yonahlossee	Plethodon yonahlossee	Yonahlossee Salamander	Amphibians	Animals	Animalia	North Carolina
Stereochilus marginatus	Stereochilus marginatus	Many-lined Salamander	Amphibians	Animals	Animalia	North Carolina
Necturus lewisi	Necturus lewisi	Neuse River Waterdog	Amphibians	Animals	Animalia	North Carolina
Necturus maculosus maculosus	Necturus maculosus maculosus	Common Mudpuppy	Amphibians	Animals	Animalia	North Carolina
Siren intermedia intermedia	Siren intermedia intermedia	Eastern Lesser Siren	Amphibians	Animals	Animalia	North Carolina
Siren lacertina	Siren lacertina	Greater Siren	Amphibians	Animals	Animalia	North Carolina
Elanoides forficatus	Elanoides forficatus	Swallow-tailed Kite	Birds	Animals	Animalia	North Carolina
Anas rubripes	Anas rubripes	American Black Duck	Birds	Animals	Animalia	North Carolina
Anas strepera	Anas strepera	Gadwall	Birds	Animals	Animalia	North Carolina
Aythya valisineria	Aythya valisineria	Canvasback	Birds	Animals	Animalia	North Carolina
Branta bernicla	Branta bernicla	Brant	Birds	Animals	Animalia	North Carolina
Chen caerulescens	Chen caerulescens	Snow Goose	Birds	Animals	Animalia	North Carolina
Clangula hyemalis	Clangula hyemalis	Long-tailed Duck	Birds	Animals	Animalia	North Carolina
Cygnus columbianus	Cygnus columbianus	Tundra Swan	Birds	Animals	Animalia	North Carolina
Melanitta fusca	Melanitta fusca	White-winged Scoter	Birds	Animals	Animalia	North Carolina
Melanitta perspicillata	Melanitta perspicillata	Surf Scoter	Birds	Animals	Animalia	North Carolina
Charadrius melodus	Charadrius melodus	Piping Plover	Birds	Animals	Animalia	North Carolina
Charadrius wilsonia	Charadrius wilsonia	Wilson's Plover	Birds	Animals	Animalia	North Carolina
Pluvialis squatarola	Pluvialis squatarola	Black-bellied Plover	Birds	Animals	Animalia	North Carolina
Haematopus palliatus	Haematopus palliatus	American Oystercatcher	Birds	Animals	Animalia	North Carolina
Gelochelidon nilotica	Gelochelidon nilotica	Gull-billed Tern	Birds	Animals	Animalia	North Carolina
Hydroprogne caspia	Hydroprogne caspia	Caspian Tern	Birds	Animals	Animalia	North Carolina
Larus argentatus	Larus argentatus	Herring Gull	Birds	Animals	Animalia	North Carolina
Larus marinus	Larus marinus	Great Black-backed Gull	Birds	Animals	Animalia	North Carolina
Rynchops niger	Rynchops niger	Black Skimmer	Birds	Animals	Animalia	North Carolina
Sterna antillarum	Sterna antillarum	Least Tern	Birds	Animals	Animalia	North Carolina
Sterna forsteri	Sterna forsteri	Forster's Tern	Birds	Animals	Animalia	North Carolina
Sterna hirundo	Sterna hirundo	Common Tern	Birds	Animals	Animalia	North Carolina
Thalasseus maximus	Thalasseus maximus	Royal Tern	Birds	Animals	Animalia	North Carolina
Thalasseus sandvicensis	Thalasseus sandvicensis	Sandwich Tern	Birds	Animals	Animalia	North Carolina
Recurvirostra americana	Recurvirostra americana	American Avocet	Birds	Animals	Animalia	North Carolina
Arenaria interpres	Arenaria interpres	Ruddy Turnstone	Birds	Animals	Animalia	North Carolina
Calidris alba	Calidris alba	Sanderling	Birds	Animals	Animalia	North Carolina
Calidris canutus rufa	Calidris canutus rufa	Red Knot	Birds	Animals	Animalia	North Carolina
Calidris maritima	Calidris maritima	Purple Sandpiper	Birds	Animals	Animalia	North Carolina
Calidris pusilla	Calidris pusilla	Semipalmated Sandpiper	Birds	Animals	Animalia	North Carolina
Limosa fedoa	Limosa fedoa	Marbled Godwit	Birds	Animals	Animalia	North Carolina
Numenius phaeopus	Numenius phaeopus	Whimbrel	Birds	Animals	Animalia	North Carolina
Tringa semipalmata	Tringa semipalmata	Willet	Birds	Animals	Animalia	North Carolina
Botaurus lentiginosus	Botaurus lentiginosus	American Bittern	Birds	Animals	Animalia	North Carolina
Egretta caerulea	Egretta caerulea	Little Blue Heron	Birds	Animals	Animalia	North Carolina
Egretta thula	Egretta thula	Snowy Egret	Birds	Animals	Animalia	North Carolina
Egretta tricolor	Egretta tricolor	Tricolored Heron	Birds	Animals	Animalia	North Carolina
Ixobrychus exilis	Ixobrychus exilis	Least Bittern	Birds	Animals	Animalia	North Carolina
Nyctanassa violacea	Nyctanassa violacea	Yellow-crowned Night-heron	Birds	Animals	Animalia	North Carolina
Nycticorax nycticorax	Nycticorax nycticorax	Black-crowned Night-Heron	Birds	Animals	Animalia	North Carolina
Mycteria americana	Mycteria americana	Wood Stork	Birds	Animals	Animalia	North Carolina
Eudocimus albus	Eudocimus albus	White Ibis	Birds	Animals	Animalia	North Carolina
Plegadis falcinellus	Plegadis falcinellus	Glossy Ibis	Birds	Animals	Animalia	North Carolina
Circus cyaneus	Circus cyaneus	Northern Harrier	Birds	Animals	Animalia	North Carolina
Haliaeetus leucocephalus	Haliaeetus leucocephalus	Bald Eagle	Birds	Animals	Animalia	North Carolina
Falco columbarius	Falco columbarius	Merlin	Birds	Animals	Animalia	North Carolina
Falco peregrinus	Falco peregrinus	Peregrine Falcon	Birds	Animals	Animalia	North Carolina
Falco sparverius	Falco sparverius	American Kestrel	Birds	Animals	Animalia	North Carolina
Colinus virginianus	Colinus virginianus	Northern Bobwhite	Birds	Animals	Animalia	North Carolina
Bonasa umbellus	Bonasa umbellus	Ruffed Grouse	Birds	Animals	Animalia	North Carolina
Coturnicops noveboracensis	Coturnicops noveboracensis	Yellow Rail	Birds	Animals	Animalia	North Carolina
Gallinula galeata	Gallinula galeata	Common Gallinule	Birds	Animals	Animalia	North Carolina
Laterallus jamaicensis	Laterallus jamaicensis	Black Rail	Birds	Animals	Animalia	North Carolina
Rallus crepitans	Rallus crepitans	Clapper Rail	Birds	Animals	Animalia	North Carolina
Rallus elegans	Rallus elegans	King Rail	Birds	Animals	Animalia	North Carolina
Rallus limicola	Rallus limicola	Virginia Rail	Birds	Animals	Animalia	North Carolina
Passerina ciris ciris	Passerina ciris ciris	Eastern Painted Bunting	Birds	Animals	Animalia	North Carolina
Corvus corax	Corvus corax	Common Raven	Birds	Animals	Animalia	North Carolina
Ammodramus caudacutus	Ammodramus caudacutus	Saltmarsh Sparrow	Birds	Animals	Animalia	North Carolina
Ammodramus henslowii	Ammodramus henslowii	Henslow's Sparrow	Birds	Animals	Animalia	North Carolina
Ammodramus leconteii	Ammodramus leconteii	Le Conte's Sparrow	Birds	Animals	Animalia	North Carolina
Ammodramus maritimus	Ammodramus maritimus	Seaside Sparrow	Birds	Animals	Animalia	North Carolina
Ammodramus nelsoni	Ammodramus nelsoni	Nelson's Sparrow	Birds	Animals	Animalia	North Carolina
Melospiza lincolnii	Melospiza lincolnii	Lincoln's Sparrow	Birds	Animals	Animalia	North Carolina
Passerculus sandwichensis	Passerculus sandwichensis	Savannah Sparrow	Birds	Animals	Animalia	North Carolina
Peucaea aestivalis	Peucaea aestivalis	Bachman's Sparrow	Birds	Animals	Animalia	North Carolina
Pooecetes gramineus	Pooecetes gramineus	Vesper Sparrow	Birds	Animals	Animalia	North Carolina
Spizella pallida	Spizella pallida	Clay-colored Sparrow	Birds	Animals	Animalia	North Carolina
Coccothraustes vespertinus	Coccothraustes vespertinus	Evening Grosbeak	Birds	Animals	Animalia	North Carolina
Loxia curvirostra	Loxia curvirostra	Red Crossbill	Birds	Animals	Animalia	North Carolina
Riparia riparia	Riparia riparia	Bank Swallow	Birds	Animals	Animalia	North Carolina
Dolichonyx oryzivorus	Dolichonyx oryzivorus	Bobolink	Birds	Animals	Animalia	North Carolina
Euphagus carolinus	Euphagus carolinus	Rusty Blackbird	Birds	Animals	Animalia	North Carolina
Euphagus cyanocephalus	Euphagus cyanocephalus	Brewer's Blackbird	Birds	Animals	Animalia	North Carolina
Lanius ludovicianus	Lanius ludovicianus	Loggerhead Shrike	Birds	Animals	Animalia	North Carolina
Geothlypis formosa	Geothlypis formosa	Kentucky Warbler	Birds	Animals	Animalia	North Carolina
Helmitheros vermivorus	Helmitheros vermivorus	Worm-eating Warbler	Birds	Animals	Animalia	North Carolina
Limnothlypis swainsonii	Limnothlypis swainsonii	Swainson's Warbler	Birds	Animals	Animalia	North Carolina
Oreothlypis ruficapilla	Oreothlypis ruficapilla	Nashville Warbler	Birds	Animals	Animalia	North Carolina
Parkesia motacilla	Parkesia motacilla	Louisiana Waterthrush	Birds	Animals	Animalia	North Carolina
Protonotaria citrea	Protonotaria citrea	Prothonotary Warbler	Birds	Animals	Animalia	North Carolina
Setophaga cerulea	Setophaga cerulea	Cerulean Warbler	Birds	Animals	Animalia	North Carolina
Setophaga discolor	Setophaga discolor	Prairie Warbler	Birds	Animals	Animalia	North Carolina
Setophaga dominica	Setophaga dominica	Yellow-throated Warbler	Birds	Animals	Animalia	North Carolina
Setophaga fusca	Setophaga fusca	Blackburnian Warbler	Birds	Animals	Animalia	North Carolina
Setophaga virens waynei	Setophaga virens waynei	Wayne's Black-throated Green Warbler	Birds	Animals	Animalia	North Carolina
Vermivora chrysoptera	Vermivora chrysoptera	Golden-winged Warbler	Birds	Animals	Animalia	North Carolina
Sitta pusilla	Sitta pusilla	Brown-headed Nuthatch	Birds	Animals	Animalia	North Carolina
Catharus fuscescens	Catharus fuscescens	Veery	Birds	Animals	Animalia	North Carolina
Catharus guttatus	Catharus guttatus	Hermit Thrush	Birds	Animals	Animalia	North Carolina
Contopus cooperi	Contopus cooperi	Olive-sided Flycatcher	Birds	Animals	Animalia	North Carolina
Empidonax alnorum	Empidonax alnorum	Alder Flycatcher	Birds	Animals	Animalia	North Carolina
Empidonax virescens	Empidonax virescens	Acadian Flycatcher	Birds	Animals	Animalia	North Carolina
Pelecanus occidentalis	Pelecanus occidentalis	Brown Pelican	Birds	Animals	Animalia	North Carolina
Phalacrocorax auritus	Phalacrocorax auritus	Double-crested Cormorant	Birds	Animals	Animalia	North Carolina
Melanerpes erythrocephalus	Melanerpes erythrocephalus	Red-headed Woodpecker	Birds	Animals	Animalia	North Carolina
Picoides borealis	Picoides borealis	Red-cockaded Woodpecker	Birds	Animals	Animalia	North Carolina
Aegolius acadicus	Aegolius acadicus	Northern Saw-whet Owl	Birds	Animals	Animalia	North Carolina
Tyto alba	Tyto alba	Barn Owl	Birds	Animals	Animalia	North Carolina
Cambarus acanthura	Cambarus acanthura	Thornytail Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus aldermanorum	Cambarus aldermanorum	Needlenose Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus brimleyorum	Cambarus brimleyorum	Valley River Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus carolinus	Cambarus carolinus	Red Burrowing Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus catagius	Cambarus catagius	Greensboro Burrowing Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus chaugaensis	Cambarus chaugaensis	Chauga Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus eeseeohensis	Cambarus eeseeohensis	Grandfather Mountain Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus georgiae	Cambarus georgiae	Little Tennessee Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus lenati	Cambarus lenati	Broad River Stream Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus nodosus	Cambarus nodosus	Knotty Burrowing Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus parrishi	Cambarus parrishi	Hiwassee Headwater Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus reburrus	Cambarus reburrus	French Broad River Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus spicatus	Cambarus spicatus	Broad River Spiny Crayfish	Crustaceans	Animals	Animalia	North Carolina
Cambarus tuckasegee	Cambarus tuckasegee	Tuckaseegee Stream Crayfish	Crustaceans	Animals	Animalia	North Carolina
Orconectes virginiensis	Orconectes virginiensis	Chowanoke Crayfish	Crustaceans	Animals	Animalia	North Carolina
Procambarus ancylus	Procambarus ancylus	Coastal Plain Crayfish	Crustaceans	Animals	Animalia	North Carolina
Procambarus blandingii	Procambarus blandingii	Santee Crayfish	Crustaceans	Animals	Animalia	North Carolina
Procambarus braswelli	Procambarus braswelli	Waccamaw Crayfish	Crustaceans	Animals	Animalia	North Carolina
Procambarus medialis	Procambarus medialis	Pamlico Crayfish	Crustaceans	Animals	Animalia	North Carolina
Acipenser brevirostrum	Acipenser brevirostrum	Shortnose sturgeon	Fish	Animals	Animalia	North Carolina
Acipenser oxyrinchus	Acipenser oxyrinchus	Atlantic sturgeon	Fish	Animals	Animalia	North Carolina
Menidia extensa	Menidia extensa	Waccamaw Silverside	Fish	Animals	Animalia	North Carolina
Carpiodes carpio	Carpiodes carpio	River Carpsucker	Fish	Animals	Animalia	North Carolina
Carpiodes cyprinus	Carpiodes cyprinus	Quillback	Fish	Animals	Animalia	North Carolina
Carpiodes sp. cf. cyprinus	Carpiodes sp. cf. cyprinus	a carpsucker (no common name)	Fish	Animals	Animalia	North Carolina
Carpiodes sp. cf. velifer	Carpiodes sp. cf. velifer	Atlantic Highfin Carpsucker	Fish	Animals	Animalia	North Carolina
Hypentelium roanokense	Hypentelium roanokense	Roanoke Hog Sucker	Fish	Animals	Animalia	North Carolina
Moxostoma ariommum	Moxostoma ariommum	Bigeye Jumprock	Fish	Animals	Animalia	North Carolina
Moxostoma breviceps	Moxostoma breviceps	Smallmouth Redhorse	Fish	Animals	Animalia	North Carolina
Moxostoma carinatum	Moxostoma carinatum	River Redhorse	Fish	Animals	Animalia	North Carolina
Moxostoma pappillosum	Moxostoma pappillosum	V-lip Redhorse	Fish	Animals	Animalia	North Carolina
Moxostoma robustum	Moxostoma robustum	Robust Redhorse	Fish	Animals	Animalia	North Carolina
Moxostoma sp 2	Moxostoma sp 2	Sicklefin Redhorse	Fish	Animals	Animalia	North Carolina
Moxostoma sp. Carolina	Moxostoma sp. Carolina	Carolina Redhorse	Fish	Animals	Animalia	North Carolina
Thoburnia hamiltoni	Thoburnia hamiltoni	Rustyside Sucker	Fish	Animals	Animalia	North Carolina
Clinostomus sp.	Clinostomus sp.	Smoky Dace	Fish	Animals	Animalia	North Carolina
Cyprinella sp.1 (cf. zanema)	Cyprinella sp.1 (cf. zanema)	Thinlip Chub	Fish	Animals	Animalia	North Carolina
Erimonax monachus	Erimonax monachus	Spotfin Chub	Fish	Animals	Animalia	North Carolina
Erimystax insignis eristigma	Erimystax insignis eristigma	Southern Blotched Chub	Fish	Animals	Animalia	North Carolina
Exoglossum laurae	Exoglossum laurae	Tonguetied Minnow	Fish	Animals	Animalia	North Carolina
Exoglossum maxillingua	Exoglossum maxillingua	Cutlips Minnow	Fish	Animals	Animalia	North Carolina
Hybopsis rubifrons	Hybopsis rubifrons	Rosyface Chub	Fish	Animals	Animalia	North Carolina
Notropis bifrenatus	Notropis bifrenatus	Bridle Shiner	Fish	Animals	Animalia	North Carolina
Notropis chalybaeus	Notropis chalybaeus	Ironcolor Shiner	Fish	Animals	Animalia	North Carolina
Notropis lutipinnis	Notropis lutipinnis	Yellowfin Shiner	Fish	Animals	Animalia	North Carolina
Notropis mekistocholas	Notropis mekistocholas	Cape Fear Shiner	Fish	Animals	Animalia	North Carolina
Notropis volucellus	Notropis volucellus	Mimic Shiner (Neuse River, Tar River basins pop.	Fish	Animals	Animalia	North Carolina
Semotilus lumbee	Semotilus lumbee	Sandhills Chub	Fish	Animals	Animalia	North Carolina
Fundulus cf. diaphanus	Fundulus cf. diaphanus	Lake Phelps Killifish	Fish	Animals	Animalia	North Carolina
Fundulus waccamensis	Fundulus waccamensis	Waccamaw Killifish	Fish	Animals	Animalia	North Carolina
Heterandria formosa	Heterandria formosa	Least Killifish	Fish	Animals	Animalia	North Carolina
Hiodon tergisus	Hiodon tergisus	Mooneye	Fish	Animals	Animalia	North Carolina
Ambloplites cavifrons	Ambloplites cavifrons	Roanoke Bass	Fish	Animals	Animalia	North Carolina
Enneacanthus chaetodon	Enneacanthus chaetodon	Blackbanded Sunfish	Fish	Animals	Animalia	North Carolina
Enneacanthus obesus	Enneacanthus obesus	Banded Sunfish	Fish	Animals	Animalia	North Carolina
Elassoma boehlkei	Elassoma boehlkei	Carolina Pygmy Sunfish	Fish	Animals	Animalia	North Carolina
Elassoma evergladei	Elassoma evergladei	Everglades Pygmy Sunfish	Fish	Animals	Animalia	North Carolina
Etheostoma acuticeps	Etheostoma acuticeps	Sharphead Darter	Fish	Animals	Animalia	North Carolina
Etheostoma collis pop. 1	Etheostoma collis pop. 1	Carolina Darter (Central Piedmont)	Fish	Animals	Animalia	North Carolina
Etheostoma collis pop. 2	Etheostoma collis pop. 2	Carolina Darter (Eastern Piedmont)	Fish	Animals	Animalia	North Carolina
Etheostoma inscriptum	Etheostoma inscriptum	Turquoise Darter	Fish	Animals	Animalia	North Carolina
Etheostoma kanawhae	Etheostoma kanawhae	Kanawha Darter	Fish	Animals	Animalia	North Carolina
Etheostoma mariae	Etheostoma mariae	Pinewoods Darter	Fish	Animals	Animalia	North Carolina
Etheostoma perlongum	Etheostoma perlongum	Waccamaw Darter	Fish	Animals	Animalia	North Carolina
Etheostoma simoterum	Etheostoma simoterum	Tennessee Snubnose Darter	Fish	Animals	Animalia	North Carolina
Etheostoma thalassinum	Etheostoma thalassinum	Seagreen Darter	Fish	Animals	Animalia	North Carolina
Etheostoma vulneratum	Etheostoma vulneratum	Wounded Darter	Fish	Animals	Animalia	North Carolina
Percina caprodes	Percina caprodes	Logperch	Fish	Animals	Animalia	North Carolina
Percina gymnocephala	Percina gymnocephala	Appalachia Darter	Fish	Animals	Animalia	North Carolina
Percina nigrofasciata	Percina nigrofasciata	Blackbanded Darter	Fish	Animals	Animalia	North Carolina
Percina oxyrhynchus	Percina oxyrhynchus	Sharpnose Darter	Fish	Animals	Animalia	North Carolina
Percina rex	Percina rex	Roanoke Logperch	Fish	Animals	Animalia	North Carolina
Percina squamata	Percina squamata	Olive Darter	Fish	Animals	Animalia	North Carolina
Aplodinotus grunniens	Aplodinotus grunniens	Freshwater Drum	Fish	Animals	Animalia	North Carolina
Lampetra aepyptera	Lampetra aepyptera	Least Brook Lamprey	Fish	Animals	Animalia	North Carolina
Lethenteron appendix	Lethenteron appendix	American Brook Lamprey	Fish	Animals	Animalia	North Carolina
Pristis pectinata	Pristis pectinata	Smalltooth Sawfish	Fish	Animals	Animalia	North Carolina
Salvelinus fontinalis	Salvelinus fontinalis	Brook Trout (Native)	Fish	Animals	Animalia	North Carolina
Cottus caeruleomentum	Cottus caeruleomentum	Blue Ridge Sculpin	Fish	Animals	Animalia	North Carolina
Cottus carolinae	Cottus carolinae	Banded Sculpin	Fish	Animals	Animalia	North Carolina
Ameiurus brunneus	Ameiurus brunneus	Snail Bullhead	Fish	Animals	Animalia	North Carolina
Ameiurus platycephalus	Ameiurus platycephalus	Flat Bullhead	Fish	Animals	Animalia	North Carolina
Noturus eleutherus	Noturus eleutherus	Mountain Madtom	Fish	Animals	Animalia	North Carolina
Noturus flavus	Noturus flavus	Stonecat	Fish	Animals	Animalia	North Carolina
Noturus furiosus	Noturus furiosus	Carolina Madtom	Fish	Animals	Animalia	North Carolina
Noturus gilberti	Noturus gilberti	Orangefin Madtom	Fish	Animals	Animalia	North Carolina
Noturus sp. 2	Noturus sp. 2	Broadtail Madtom	Fish	Animals	Animalia	North Carolina
Percina burtoni	Percina burtoni	Blotchside Logperch	Fish	Animals	Animalia	North Carolina
Alasmidonta heterodon	Alasmidonta heterodon	Dwarf Wedgemussel	Mollusks	Animals	Animalia	North Carolina
Alasmidonta raveneliana	Alasmidonta raveneliana	Appalachian Elktoe	Mollusks	Animals	Animalia	North Carolina
Alasmidonta sp. 2	Alasmidonta sp. 2	A freshwater bivalve	Mollusks	Animals	Animalia	North Carolina
Alasmidonta undulata	Alasmidonta undulata	Triangle Floater	Mollusks	Animals	Animalia	North Carolina
Alasmidonta varicosa	Alasmidonta varicosa	Brook Floater	Mollusks	Animals	Animalia	North Carolina
Alasmidonta viridis	Alasmidonta viridis	Slippershell Mussel	Mollusks	Animals	Animalia	North Carolina
Anodonta couperiana	Anodonta couperiana	Barrel Floater	Mollusks	Animals	Animalia	North Carolina
Anodonta implicata	Anodonta implicata	Alewife Floater	Mollusks	Animals	Animalia	North Carolina
Cyclonaias tuberculata	Cyclonaias tuberculata	Purple Wartyback	Mollusks	Animals	Animalia	North Carolina
Elliptio dilatata	Elliptio dilatata	Spike	Mollusks	Animals	Animalia	North Carolina
Elliptio lanceolata	Elliptio lanceolata	Yellow Lance	Mollusks	Animals	Animalia	North Carolina
Elliptio marsupiobesa	Elliptio marsupiobesa	Cape Fear Spike	Mollusks	Animals	Animalia	North Carolina
Elliptio steinstansana	Elliptio steinstansana	Tar River Spinymussel	Mollusks	Animals	Animalia	North Carolina
Elliptio waccamawensis	Elliptio waccamawensis	Waccamaw Spike	Mollusks	Animals	Animalia	North Carolina
Fusconaia masoni	Fusconaia masoni	Atlantic Pigtoe	Mollusks	Animals	Animalia	North Carolina
Fusconaia subrotunda	Fusconaia subrotunda	Longsolid	Mollusks	Animals	Animalia	North Carolina
Lampsilis cariosa	Lampsilis cariosa	Yellow Lampmussel	Mollusks	Animals	Animalia	North Carolina
Lampsilis fullerkati	Lampsilis fullerkati	Waccamaw Fatmucket	Mollusks	Animals	Animalia	North Carolina
Lampsilis sp. 2	Lampsilis sp. 2	Chameleon Lampmussel	Mollusks	Animals	Animalia	North Carolina
Lasmigona decorata	Lasmigona decorata	Carolina Heelsplitter	Mollusks	Animals	Animalia	North Carolina
Lasmigona subviridis	Lasmigona subviridis	Green Floater	Mollusks	Animals	Animalia	North Carolina
Pegias fabula	Pegias fabula	Littlewing Pearlymussel	Mollusks	Animals	Animalia	North Carolina
Pleurobema collina	Pleurobema collina	James Spinymussel	Mollusks	Animals	Animalia	North Carolina
Pleurobema oviforme	Pleurobema oviforme	Tennessee Clubshell	Mollusks	Animals	Animalia	North Carolina
Pleuronaia barnesiana	Pleuronaia barnesiana	Tennessee Pigtoe	Mollusks	Animals	Animalia	North Carolina
Toxolasma pullus	Toxolasma pullus	Savannah Lilliput	Mollusks	Animals	Animalia	North Carolina
Villosa constricta	Villosa constricta	Notched Rainbow	Mollusks	Animals	Animalia	North Carolina
Villosa delumbis	Villosa delumbis	Eastern Creekshell	Mollusks	Animals	Animalia	North Carolina
Villosa iris	Villosa iris	Rainbow	Mollusks	Animals	Animalia	North Carolina
Villosa modioliformis	Villosa modioliformis	Eastern Rainbow (Neuse R. pop.)	Mollusks	Animals	Animalia	North Carolina
Villosa vaughaniana	Villosa vaughaniana	Carolina Creekshell	Mollusks	Animals	Animalia	North Carolina
Microhexura montivaga	Microhexura montivaga	Spruce'fir Moss Spider	Arachnids	Animals	Animalia	North Carolina
Nicrophorus americanus	Nicrophorus americanus	American Burying Beetle	Insects	Animals	Animalia	North Carolina
Baetisca becki	Baetisca becki	A Mayfly	Insects	Animals	Animalia	North Carolina
