scientific_name_edited	Scientific Name	Common Name	provided_taxonomy_group	derived_kingdom_group	Kingdom	State
Rudbeckia auriculata	Rudbeckia auriculata	Swamp Black-Eyed Susan Â– P	Plants	Plants	Plantae	Georgia
Rudbeckia heliopsidis	Rudbeckia heliopsidis	Little River Black-Eyed Susan	Plants	Plants	Plantae	Georgia
Ruellia noctiflora	Ruellia noctiflora	Night-Blooming Wild Petunia	Plants	Plants	Plantae	Georgia
Sabatia capitata	Sabatia capitata	Cumberland Rose Gentian	Plants	Plants	Plantae	Georgia
Sageretia minutiflora	Sageretia minutiflora	Climbing Buckthorn	Plants	Plants	Plantae	Georgia
Sagittaria secundifolia	Sagittaria secundifolia	Little River Water-Plantain	Plants	Plants	Plantae	Georgia
Salix floridana	Salix floridana	Florida Willow	Plants	Plants	Plantae	Georgia
Sanguisorba canadensis	Sanguisorba canadensis	Canada Burnet	Plants	Plants	Plantae	Georgia
Sapindus marginatus	Sapindus marginatus	Soapberry	Plants	Plants	Plantae	Georgia
Sarracenia leucophylla	Sarracenia leucophylla	Whitetop Pitcherplant	Plants	Plants	Plantae	Georgia
Sarracenia oreophila	Sarracenia oreophila	Green Pitcherplant	Plants	Plants	Plantae	Georgia
Sarracenia psittacina	Sarracenia psittacina	Parrot Pitcherplant	Plants	Plants	Plantae	Georgia
Sarracenia purpurea var. montana	Sarracenia purpurea var. montana	Mountain Purple Pitcherplant	Plants	Plants	Plantae	Georgia
Sarracenia purpurea var. venosa	Sarracenia purpurea var. venosa	Lowland Purple Pitcherplant	Plants	Plants	Plantae	Georgia
Sarracenia rubra aff. gulfensis	Sarracenia rubra aff. gulfensis	Sweet Pitcherplant	Plants	Plants	Plantae	Georgia
Sarracenia rubra ssp. rubra	Sarracenia rubra ssp. rubra	Sweet Pitcherplant	Plants	Plants	Plantae	Georgia
Schisandra glabra	Schisandra glabra	Bay Starvine	Plants	Plants	Plantae	Georgia
Schoenolirion albiflorum	Schoenolirion albiflorum	White Sunnybell	Plants	Plants	Plantae	Georgia
Schoenoplectus erectus ssp. raynalii	Schoenoplectus erectus ssp. raynalii	Raynal's Bulrush	Plants	Plants	Plantae	Georgia
Schoenoplectus etuberculatus	Schoenoplectus etuberculatus	Clearwater Bulrush	Plants	Plants	Plantae	Georgia
Schwalbea americana	Schwalbea americana	Chaffseed	Plants	Plants	Plantae	Georgia
Scutellaria altamaha	Scutellaria altamaha	Altamaha Skullcap	Plants	Plants	Plantae	Georgia
Scutellaria mellichampii	Scutellaria mellichampii	Mellichamp's Skullcap	Plants	Plants	Plantae	Georgia
Scutellaria montana	Scutellaria montana	Large-Flower Skullcap	Plants	Plants	Plantae	Georgia
Scutellaria ocmulgee	Scutellaria ocmulgee	Ocmulgee Skullcap Â– P	Plants	Plants	Plantae	Georgia
Sedum nevii	Sedum nevii	Nevius' Stonecrop	Plants	Plants	Plantae	Georgia
Sedum pusillum	Sedum pusillum	Granite Stonecrop, Puck's Orpine	Plants	Plants	Plantae	Georgia
Shortia galacifolia	Shortia galacifolia	Oconee Bells	Plants	Plants	Plantae	Georgia
Sibbaldiopsis tridentata	Sibbaldiopsis tridentata	Three-Toothed Cinquefoil	Plants	Plants	Plantae	Georgia
Sideroxylon macrocarpum	Sideroxylon macrocarpum	Ohoopee Bumelia	Plants	Plants	Plantae	Georgia
Sideroxylon thornei	Sideroxylon thornei	Swamp Buckthorn	Plants	Plants	Plantae	Georgia
Silene ovata	Silene ovata	Mountain Catchfly	Plants	Plants	Plantae	Georgia
Silene polypetala	Silene polypetala	Fringed Campion	Plants	Plants	Plantae	Georgia
Silene regia	Silene regia	Royal Catchfly	Plants	Plants	Plantae	Georgia
Silphium mohrii	Silphium mohrii	Cumberland Rosinweed	Plants	Plants	Plantae	Georgia
Sium floridanum	Sium floridanum	Florida Water-Parsnip	Plants	Plants	Plantae	Georgia
Solidago arenicola	Solidago arenicola	Black Warrier Goldenrod	Plants	Plants	Plantae	Georgia
Solidago simulans	Solidago simulans	Cliffside Goldenrod	Plants	Plants	Plantae	Georgia
Spiraea latifolia	Spiraea latifolia	Broadleaf Bog Meadowsweet	Plants	Plants	Plantae	Georgia
Spiraea virginiana	Spiraea virginiana	Virginia Spirea	Plants	Plants	Plantae	Georgia
Spiranthes floridana	Spiranthes floridana	Florida Ladies-Tresses	Plants	Plants	Plantae	Georgia
Spiranthes longilabris	Spiranthes longilabris	Giant Spiral Ladies-Tresses	Plants	Plants	Plantae	Georgia
Spiranthes magnicamporum	Spiranthes magnicamporum	Great Plains Ladies-Tresses	Plants	Plants	Plantae	Georgia
Sporobolus pinetorum	Sporobolus pinetorum	Pineland Dropseed	Plants	Plants	Plantae	Georgia
Sporobolus teretifolius	Sporobolus teretifolius	Wire-Leaf Dropseed	Plants	Plants	Plantae	Georgia
Stachys hyssopifolia var. lythroides	Stachys hyssopifolia var. lythroides	Tallahassee Hedge-Nettle	Plants	Plants	Plantae	Georgia
Stewartia malacodendron	Stewartia malacodendron	Silky Camellia	Plants	Plants	Plantae	Georgia
Stokesia laevis	Stokesia laevis	Stokes Aster	Plants	Plants	Plantae	Georgia
Streptopus lanceolatus var. lanceolatus	Streptopus lanceolatus var. lanceolatus	Rosy Twisted-Stalk	Plants	Plants	Plantae	Georgia
Symphyotrichum georgianum	Symphyotrichum georgianum	Georgia Aster	Plants	Plants	Plantae	Georgia
Tephrosia mohrii	Tephrosia mohrii	Dwarf Goat's-Rue	Plants	Plants	Plantae	Georgia
Teloschistes exilis	Teloschistes exilis	Slender Orange Bush Lichen	Plants	Plants	Plantae	Georgia
Thalictrum cooleyi	Thalictrum cooleyi	Cooley's Meadowrue	Plants	Plants	Plantae	Georgia
Thalictrum coriaceum	Thalictrum coriaceum	Appalachian Meadowrue	Plants	Plants	Plantae	Georgia
Thalictrum debile	Thalictrum debile	Trailing Meadowrue	Plants	Plants	Plantae	Georgia
Thaspium pinnatifidum	Thaspium pinnatifidum	Cutleaf Meadow-Parsnip	Plants	Plants	Plantae	Georgia
Thermopsis fraxinifolia	Thermopsis fraxinifolia	Ash-Leaved Bush-Pea	Plants	Plants	Plantae	Georgia
Thermopsis villosa	Thermopsis villosa	Carolina Golden Banner	Plants	Plants	Plantae	Georgia
Torreya taxifolia	Torreya taxifolia	Florida Torreya	Plants	Plants	Plantae	Georgia
Tridens carolinianus	Tridens carolinianus	Carolina Redtop	Plants	Plants	Plantae	Georgia
Trillium decipiens	Trillium decipiens	Mimic Trillium	Plants	Plants	Plantae	Georgia
Trillium persistens	Trillium persistens	Persistent Trillium	Plants	Plants	Plantae	Georgia
Trillium pusillum	Trillium pusillum	Least Trillium	Plants	Plants	Plantae	Georgia
Trillium reliquum	Trillium reliquum	Relict Trillium	Plants	Plants	Plantae	Georgia
Trillium sp. nov.  (unpublished)	Trillium sp. nov.  (unpublished)	Amicalola Trillium	Plants	Plants	Plantae	Georgia
Trillium sp. nov.  (unpublished)	Trillium sp. nov.  (unpublished)	Lookout Mountain Toadshade	Plants	Plants	Plantae	Georgia
Trillium sp. nov.  (unpublished)	Trillium sp. nov.  (unpublished)	Southern Decumbent Trillium	Plants	Plants	Plantae	Georgia
Triphora trianthophora	Triphora trianthophora	Three-Birds Orchid	Plants	Plants	Plantae	Georgia
Tsuga caroliniana	Tsuga caroliniana	Carolina Hemlock	Plants	Plants	Plantae	Georgia
Veratrum woodii	Veratrum woodii	Ozark Bunchflower	Plants	Plants	Plantae	Georgia
Verbesina walteri	Verbesina walteri	Carolina Crownbeard	Plants	Plants	Plantae	Georgia
Viburnum bracteatum	Viburnum bracteatum	Limerock Arrowwood	Plants	Plants	Plantae	Georgia
Viburnum rafinesquianum var. affine	Viburnum rafinesquianum var. affine	Downy Arrowwood	Plants	Plants	Plantae	Georgia
Waldsteinia lobata	Waldsteinia lobata	Piedmont Barren Strawberry	Plants	Plants	Plantae	Georgia
Xerophyllum asphodeloides	Xerophyllum asphodeloides	Eastern Turkeybeard	Plants	Plants	Plantae	Georgia
Xyris drummondii	Xyris drummondii	Drummond's Yellow-Eyed Grass	Plants	Plants	Plantae	Georgia
Xyris scabrifolia	Xyris scabrifolia	Harper's Yellow-Eyed Grass	Plants	Plants	Plantae	Georgia
Xyris tennesseensis	Xyris tennesseensis	Tennessee Yellow-Eyed Grass	Plants	Plants	Plantae	Georgia
Caretta caretta	Caretta caretta	Loggerhead Sea Turtle	Reptiles	Animals	Animalia	Georgia
Chelonia mydas	Chelonia mydas	Green Sea Turtle	Reptiles	Animals	Animalia	Georgia
Clemmys guttata	Clemmys guttata	Spotted Turtle	Reptiles	Animals	Animalia	Georgia
Crotalus adamanteus	Crotalus adamanteus	Eastern Diamond-backed Rattlesnake	Reptiles	Animals	Animalia	Georgia
Dermochelys coriacea	Dermochelys coriacea	Leatherback Sea Turtle	Reptiles	Animals	Animalia	Georgia
Drymarchon couperi	Drymarchon couperi	Eastern Indigo Snake	Reptiles	Animals	Animalia	Georgia
Eumeces anthracinus	Eumeces anthracinus	Coal Skink	Reptiles	Animals	Animalia	Georgia
Glyptemys muhlenbergii	Glyptemys muhlenbergii	Bog Turtle	Reptiles	Animals	Animalia	Georgia
Gopherus polyphemus	Gopherus polyphemus	Gopher Tortoise	Reptiles	Animals	Animalia	Georgia
Graptemys barbouri	Graptemys barbouri	Barbour's Map Turtle	Reptiles	Animals	Animalia	Georgia
Graptemys pulchra	Graptemys pulchra	Alabama Map Turtle	Reptiles	Animals	Animalia	Georgia
Heterodon simus	Heterodon simus	Southern Hognose Snake	Reptiles	Animals	Animalia	Georgia
Lepidochelys kempii	Lepidochelys kempii	Kemp's or Atlantic Ridley	Reptiles	Animals	Animalia	Georgia
Macrochelys temminckii	Macrochelys temminckii	Alligator Snapping Turtle	Reptiles	Animals	Animalia	Georgia
Malaclemys terrapin	Malaclemys terrapin	Diamondback Terrapin	Reptiles	Animals	Animalia	Georgia
Ophisaurus compressus	Ophisaurus compressus	Island Glass Lizard	Reptiles	Animals	Animalia	Georgia
Ophisaurus mimicus	Ophisaurus mimicus	Mimic Glass Lizard	Reptiles	Animals	Animalia	Georgia
Pituophis melanoleucus melanoleucus	Pituophis melanoleucus melanoleucus	Northern Pine Snake	Reptiles	Animals	Animalia	Georgia
Pituophis melanoleucus mugitus	Pituophis melanoleucus mugitus	Florida Pine Snake	Reptiles	Animals	Animalia	Georgia
